Stock,Date,Identified Price,Week Day 1 Close,Week Day 2 Close,Week Day 3 Close,Week Day 4 Close,Week Day 5 Close,Week Day 6 Close,Week Day 7 Close,1 Month Close Price,3 Month Close Price,1 Week Return (%),1 Month Return (%),3 Month Return (%)
APLLTD,2024-06-21,859.4590454101562,,,,,,,,1080.4000244140625,1189.300048828125,3.5667037392720897,25.70698163965072,38.377745301471585
IPCALAB,2024-06-28,1126.499267578125,,,,,,,,1281.658447265625,1496.536376953125,2.102319803404361,13.773571288783762,32.84841100434512
RHIM,2024-07-15,606.8772583007812,,,,,,,,594.4290161132812,596.25,-3.889077797546977,-2.05119602312242,-1.7511380028536436
RESPONIND,2024-07-22,290.5947570800781,,,,,,,,282.6976013183594,278.3999938964844,-0.051605672591307335,-2.717583703529297,-4.19648424015898
TATASTEEL,2024-07-26,162.5500030517578,,,,,,,,154.1999969482422,148.77999877929688,1.710242219073777,-5.136884618117716,-8.471242087935494
SKFINDIA,2024-07-31,5603.39990234375,,,,,,,,5249.14990234375,5038.39990234375,-3.4960899767623297,-6.322054577111778,-10.083163969140875
GRAPHITE,2024-08-06,500.1499938964844,,,,,,,,508.25,530.8499755859375,3.9188256208540952,1.6195153858568427,6.138154966329376
TATASTEEL,2024-08-07,153.86000061035156,,,,,,,,151.72000122070312,146.9499969482422,-1.1698966882993176,-1.3908744190557738,-4.491098163718892
SKFINDIA,2024-08-07,5416.4501953125,,,,,,,,5318.60009765625,5158.9501953125,-2.1739330327804565,-1.8065355376281562,-4.7540361438723355
JIOFIN,2024-08-07,329.75,,,,,,,,345.3500061035156,319.8500061035156,-0.18195787824583018,4.730858560580932,-3.0022725993887414
TEJASNET,2024-08-07,1290.449951171875,,,,,,,,1337.949951171875,1314.0,-2.991202839822214,3.6808866517345065,1.8249486395608665
ABCAPITAL,2024-08-07,211.52000427246094,,,,,,,,223.64999389648438,199.10000610351562,0.5058585683704037,5.734677278277038,-5.871784189710489
KIRLOSENG,2024-08-07,1165.800048828125,,,,,,,,1324.9000244140625,1125.449951171875,9.426994144855508,13.647278171403968,-3.461150794839163
INTELLECT,2024-08-07,943.75,,,,,,,,988.0,736.5999755859375,-1.5470172806291391,4.688741721854305,-21.949671461092716
OLECTRA,2024-08-13,1653.008544921875,,,,,,,,1617.1671142578125,1591.3499755859375,-2.7216591197129167,-2.168254409462623,-3.7300817061929727
EQUITASBNK,2024-08-14,78.52999877929688,,,,,,,,82.06999969482422,64.81999969482422,3.463646075364779,4.507832637914934,-17.458295298085588
ACC,2024-08-16,2337.89990234375,,,,,,,,2517.449951171875,2197.800048828125,-0.545361244389381,7.679971612476893,-5.9925514080040205
TATASTEEL,2024-08-16,149.52000427246094,,,,,,,,153.49000549316406,139.1699981689453,1.605132308658189,2.6551639294156524,-6.922154767100901
TATAINVEST,2024-08-16,6027.2001953125,,,,,,,,7026.5498046875,6620.5498046875,3.899817445425223,16.580660621696598,9.844531293924206
MEDANTA,2024-08-16,1125.75,,,,,,,,1123.300048828125,1032.550048828125,-4.099491398095714,-0.21762835193204533,-8.27892082361759
IRCTC,2024-08-16,916.21630859375,,,,,,,,932.2236938476562,797.4000244140625,1.0867821601983787,1.747118568373347,-12.96814770324838
INDUSINDBK,2024-08-16,1364.1500244140625,,,,,,,,1464.050048828125,1036.699951171875,1.4551167562719924,7.323243237632322,-24.00396344843638
SOUTHBANK,2024-08-16,24.687606811523438,,,,,,,,25.329999923706055,22.6299991607666,5.1944787991052745,2.602087424216297,-8.334577208984088
BSOFT,2024-08-16,598.0391845703125,,,,,,,,658.1268310546875,549.9000244140625,1.4067987892561484,10.047443049663645,-8.049499330188153
IDFCFIRSTB,2024-08-16,71.95999908447266,,,,,,,,73.41999816894531,63.619998931884766,2.3207312259480846,2.0289037007334967,-11.589772455107598
ELGIEQUIP,2024-08-19,632.9000244140625,,,,,,,,737.6500244140625,584.8499755859375,9.464364207342465,16.550797275916892,-7.592044078779998
LINDEINDIA,2024-08-19,7436.5498046875,,,,,,,,8081.60009765625,6816.9501953125,-1.7299676022159867,8.674053289633772,-8.331815501113784
UNIONBANK,2024-08-19,120.19000244140625,,,,,,,,124.12999725341797,113.9000015258789,5.7325894414615535,3.2781385572668604,-5.233381136333513
SKFINDIA,2024-08-20,5204.0,,,,,,,,5381.60009765625,4518.5498046875,1.0511182804093004,3.412761292395273,-13.171602523299386
USHAMART,2024-08-20,338.04998779296875,,,,,,,,347.3999938964844,380.79998779296875,-1.538228628080217,2.7658649433946527,12.64605873205394
RBLBANK,2024-08-20,218.72000122070312,,,,,,,,211.41000366210938,154.72999572753906,2.569492998272503,-3.342171505941733,-29.25658610827908
ASTRAL,2024-08-22,1954.254150390625,,,,,,,,1926.228515625,1729.1500244140625,-0.14314849227790183,-1.4340834205225104,-11.518672017739744
MOIL,2024-08-23,409.50933837890625,,,,,,,,381.1000061035156,289.79998779296875,-1.3465956200859064,-6.937407676184505,-29.232386020749097
GRINFRA,2024-08-30,1529.6500244140625,,,,,,,,1711.25,1607.0999755859375,4.5892818652270035,11.871995076488163,5.063246490094521
ADANIPOWER,2024-09-02,670.2000122070312,,,,,,,,653.2000122070312,554.7999877929688,-5.296926194181224,-2.536556205664248,-17.218744003605646
