Stock,Date,Identified Price,Week Day 1 Close,Week Day 2 Close,Week Day 3 Close,Week Day 4 Close,Week Day 5 Close,Week Day 6 Close,Week Day 7 Close,1 Month Close Price,3 Month Close Price,1 Week Return (%),1 Month Return (%),3 Month Return (%)
IPCALAB,2024-06-27,1085.0670166015625,1085.0670166015625,1126.499267578125,1132.0335693359375,1132.0335693359375,1132.0335693359375,1128.393798828125,1150.181884765625,1281.658447265625,1478.1099853515625,6.000999677236778,18.11790678881644,36.22292104878584
RHIM,2024-07-14,,606.8772583007812,606.8772583007812,592.1882934570312,,588.3541870117188,583.2753295898438,587.208984375,590.0471801757812,596.25,,,
RESPONIND,2024-07-21,,290.5947570800781,290.5947570800781,283.8471984863281,284.8968200683594,285.4966125488281,290.4447937011719,292.59405517578125,290.6447448730469,278.3999938964844,,,
TATASTEEL,2024-07-25,157.38999938964844,157.38999938964844,162.5500030517578,162.8699951171875,162.8699951171875,162.8699951171875,164.07000732421875,165.3300018310547,154.1999969482422,150.38999938964844,5.044794759639897,-2.0268139359406194,-4.447550687556831
SKFINDIA,2024-07-30,5532.0,5532.0,5603.39990234375,5681.89990234375,5566.64990234375,5407.5,5407.5,5407.5,5206.35009765625,5095.10009765625,-2.2505422993492408,-5.886657670711315,-7.897684424145879
GRAPHITE,2024-08-05,486.6499938964844,486.6499938964844,500.1499938964844,519.7000122070312,521.3499755859375,519.75,542.6500244140625,542.6500244140625,511.75,530.8499755859375,11.507249814019298,5.157712199387115,9.08249917678103
TATASTEEL,2024-08-06,150.32000732421875,150.32000732421875,153.86000061035156,150.27999877929688,151.80999755859375,152.05999755859375,152.05999755859375,152.05999755859375,151.17999267578125,149.75,1.1575240484269602,0.5721030532599927,-0.37919591301597383
SKFINDIA,2024-08-06,5375.10009765625,5375.10009765625,5416.4501953125,5408.9501953125,5413.0498046875,5298.7001953125,5298.7001953125,5298.7001953125,5387.5498046875,5239.75,-1.421367062114123,0.23161814301241665,-2.5180944577249424
JIOFIN,2024-08-06,311.3500061035156,311.3500061035156,329.75,326.3999938964844,325.6000061035156,329.1499938964844,329.1499938964844,329.1499938964844,347.20001220703125,326.20001220703125,5.717034669673565,11.514374626861722,4.769553818019966
TEJASNET,2024-08-06,1151.050048828125,1151.050048828125,1290.449951171875,1234.8499755859375,1204.8499755859375,1251.8499755859375,1251.8499755859375,1251.8499755859375,1303.550048828125,1369.5999755859375,8.757214932611845,13.248772297543365,18.9870046902232
ABCAPITAL,2024-08-06,204.1699981689453,204.1699981689453,211.52000427246094,210.58999633789062,211.8000030517578,212.58999633789062,212.58999633789062,212.58999633789062,221.74000549316406,206.1300048828125,4.124013441964174,8.605577451041572,0.9599876237670009
KIRLOSENG,2024-08-06,1094.449951171875,1094.449951171875,1165.800048828125,1156.1500244140625,1219.300048828125,1275.699951171875,1275.699951171875,1275.699951171875,1362.449951171875,1153.949951171875,16.560830379308598,24.48718643671561,5.436520869345443
INTELLECT,2024-08-06,917.2000122070312,917.2000122070312,943.75,935.9500122070312,937.9000244140625,929.1500244140625,929.1500244140625,929.1500244140625,984.0,743.0,1.3028796388997301,7.2830338970700526,-18.992587209834298
