Stock,Date,Identified Price,Week Day 1 Close,Week Day 2 Close,Week Day 3 Close,Week Day 4 Close,Week Day 5 Close,Week Day 6 Close,Week Day 7 Close,1 Month Close Price,3 Month Close Price,1 Week Return (%),1 Month Return (%),3 Month Return (%)
FEDERALBNK,2024-10-28,184.99000549316406,184.99000549316406,200.6999969482422,203.24000549316406,203.91000366210938,204.1699981689453,204.2899932861328,204.2899932861328,213.63999938964844,188.11000061035156,10.432989469629451,15.487319879853228,1.6865749632635116
TEJASNET,2024-10-29,1243.800048828125,1243.800048828125,1253.25,1341.8499755859375,1369.5999755859375,1314.0,1314.0,1314.0,1345.25,993.75,5.643990063999073,8.156451775947302,-20.103717560046363
STEELCITY,2024-10-29,91.28457641601562,91.28457641601562,97.04581451416016,100.03348541259766,101.56138610839844,105.38599395751953,105.38599395751953,105.38599395751953,107.23504638671875,99.64920806884766,15.447754807163516,17.47334609738591,9.163247485217536
360ONE,2024-10-29,1018.9481201171875,1018.9481201171875,1054.877685546875,1083.8499755859375,1070.03466796875,1031.3719482421875,1031.3719482421875,1031.3719482421875,1125.096923828125,1120.5250244140625,1.2192797532784256,10.417488546789752,9.968800402241559
TCI,2024-10-29,1045.1007080078125,1045.1007080078125,1063.0631103515625,1075.160400390625,1078.2967529296875,1171.8885498046875,1171.8885498046875,1171.8885498046875,1082.4287109375,1007.2566528320312,12.131638685668866,3.5717134859512942,-3.6210917173637927
SHAILY,2024-10-30,991.75,991.75,1008.5999755859375,1029.0,979.0,979.0,979.0,1045.1500244140625,1293.0,1369.199951171875,5.384423938902192,30.375598689185786,38.05898171634737
HECPROJECT,2024-10-30,114.36000061035156,114.36000061035156,125.79000091552734,132.07000732421875,138.6699981689453,138.6699981689453,138.6699981689453,145.60000610351562,120.58999633789062,122.5199966430664,27.317248449136773,5.447705224107125,7.135358507488696
SUMICHEM,2024-10-30,565.5499877929688,565.5499877929688,573.2999877929688,570.5999755859375,560.6500244140625,560.6500244140625,560.6500244140625,566.8499755859375,534.6500244140625,505.8500061035156,0.2298625799713813,-5.463701537593847,-10.556092826105326
INOXWIND,2024-10-30,218.9199981689453,218.9199981689453,223.8000030517578,222.9600067138672,216.0399932861328,216.0399932861328,216.0399932861328,218.8699951171875,193.66000366210938,138.99000549316406,-0.022840787582696788,-11.538459125758923,-36.511051226164156
PIXTRANS,2024-10-31,1599.6500244140625,1599.6500244140625,1613.449951171875,1605.5,1605.5,1605.5,1617.5,1614.6500244140625,2545.449951171875,1940.6500244140625,0.9377051086842803,59.12542820760126,21.317162804089303
ELGIRUBCO,2024-11-03,,110.5199966430664,110.5199966430664,123.0999984741211,131.39999389648438,133.0500030517578,129.47999572753906,118.29000091552734,111.62000274658203,104.97000122070312,,,
SPAL,2024-11-03,,929.7000122070312,929.7000122070312,941.9000244140625,956.9000244140625,942.6500244140625,950.2999877929688,936.2000122070312,946.9000244140625,896.5999755859375,,,
BBOX,2024-11-04,502.70001220703125,502.70001220703125,523.5499877929688,549.7000122070312,543.1500244140625,539.5499877929688,566.5,566.5,675.5,525.7999877929688,12.691463346671544,34.374375093868714,4.595181027452221
VIMTALABS,2024-11-04,279.3330078125,279.3330078125,284.06365966796875,291.1845397949219,288.0224914550781,345.6120300292969,369.6139221191406,369.6139221191406,460.044189453125,436.14190673828125,32.3201740509095,64.69381583501436,56.13690274335138
RAMCOSYS,2024-11-04,387.8500061035156,387.8500061035156,429.79998779296875,423.8500061035156,427.29998779296875,422.8500061035156,414.0,414.0,487.79998779296875,364.29998779296875,6.742295600094704,25.77026688579628,-6.071939651913134
AURUM,2024-11-04,216.11000061035156,216.11000061035156,226.91000366210938,228.94000244140625,233.0,235.0,234.0,234.0,216.02000427246094,208.58999633789062,8.278191355847655,-0.04164376365575478,-3.4797113744030654
ESTER,2024-11-05,146.0500030517578,146.0500030517578,158.4499969482422,163.8000030517578,157.72000122070312,157.13999938964844,157.13999938964844,157.13999938964844,153.89999389648438,147.61000061035156,7.593287303089276,5.374865238410608,1.0681256597036233
COROMANDEL,2024-11-05,1663.8177490234375,1663.8177490234375,1720.585693359375,1772.27001953125,1746.4029541015625,1731.7000732421875,1731.7000732421875,1731.7000732421875,1752.333984375,1783.783203125,4.079913455580871,5.320067982416721,7.210252094736645
WANBURY,2024-11-05,232.4499969482422,232.4499969482422,244.07000732421875,256.1000061035156,259.95001220703125,255.88999938964844,255.88999938964844,255.88999938964844,265.989990234375,211.63999938964844,10.083890191069974,14.428906744017251,-8.952461962487074
AFFLE,2024-11-05,1562.8499755859375,1562.8499755859375,1640.050048828125,1629.1500244140625,1603.6500244140625,1597.5999755859375,1597.5999755859375,1597.5999755859375,1778.5,1522.3499755859375,2.223501970300871,13.798510911657521,-2.5914195625089285
OFSS,2024-11-05,10598.58984375,10598.58984375,11201.8994140625,11068.4765625,11160.380859375,11562.1513671875,11562.1513671875,11562.1513671875,12031.892578125,8617.013671875,9.091412514710278,13.523522992261277,-18.696602105454037
FIEMIND,2024-11-05,1600.25,1600.25,1641.550048828125,1643.949951171875,1639.949951171875,1561.75,1561.75,1561.75,1609.449951171875,1414.4000244140625,-2.4058740821746603,0.5749071190048429,-11.613808816493517
IMFA,2024-11-05,673.6401977539062,673.6401977539062,700.7288208007812,707.7337036132812,768.8668212890625,747.705322265625,747.705322265625,747.705322265625,878.6640625,699.0682373046875,10.994760223435504,30.435218300466225,3.774721228864463
WELINV,2024-11-05,967.75,967.75,997.9000244140625,997.25,1014.5999755859375,1016.4500122070312,1016.4500122070312,1016.4500122070312,900.5999755859375,887.7000122070312,5.032292658954404,-6.938778032969517,-8.2717631405806
SBIETFIT,2024-11-05,433.6700134277344,433.6700134277344,451.7099914550781,447.94000244140625,450.4800109863281,456.20001220703125,456.20001220703125,456.20001220703125,470.54998779296875,454.2900085449219,5.195194060391546,8.504155976507228,4.754766176754243
AXISTECETF,2024-11-05,431.1199951171875,431.1199951171875,448.2699890136719,445.0,447.9599914550781,452.7300109863281,452.7300109863281,452.7300109863281,467.70001220703125,450.79998779296875,5.012529252619463,8.484880660638467,4.564852685719625
EIDPARRY,2024-11-06,832.1500244140625,832.1500244140625,850.4000244140625,835.9000244140625,813.8499755859375,813.8499755859375,813.8499755859375,816.7999877929688,896.4000244140625,832.3499755859375,-1.8446237061522759,7.720963542029578,0.02402826005031852
HESTERBIO,2024-11-07,2567.39990234375,2567.39990234375,2673.14990234375,2642.64990234375,2642.64990234375,2642.64990234375,2567.449951171875,2496.550048828125,2551.35009765625,1904.199951171875,-2.7595955523308615,-0.625138478538085,-25.831579668069914
JPOLYINVST,2024-11-17,,941.5,941.5,965.9000244140625,,1026.75,1016.5999755859375,1015.9000244140625,943.0,659.25,,,
S&SPOWER,2024-11-20,,,434.1000061035156,455.79998779296875,464.8999938964844,464.8999938964844,464.8999938964844,474.1499938964844,465.3500061035156,299.54998779296875,,,
JINDALPHOT,2024-11-20,,,870.7999877929688,893.0999755859375,879.5,879.5,879.5,853.8499755859375,944.0999755859375,607.5,,,
EKC,2024-11-20,,,202.6199951171875,209.0,212.1300048828125,212.1300048828125,212.1300048828125,218.27000427246094,206.5500030517578,129.10000610351562,,,
NAUKRI,2024-11-21,1503.0699462890625,1503.0699462890625,1599.989990234375,1639.06005859375,1639.06005859375,1639.06005859375,1649.510009765625,1668.56005859375,1698.989990234375,1511.780029296875,11.010140460413497,13.034659127409242,0.5794862061687063
TIRUMALCHM,2024-11-24,,322.5,322.5,344.70001220703125,347.3500061035156,349.20001220703125,375.6000061035156,378.70001220703125,323.70001220703125,230.07000732421875,,,
AVROIND,2024-11-24,,161.97000122070312,161.97000122070312,162.0500030517578,170.07000732421875,168.5399932861328,166.0,164.00999450683594,186.17999267578125,179.3800048828125,,,
DELTAMAGNT,2024-11-25,99.75,99.75,111.08999633789062,108.43000030517578,104.94999694824219,105.2699966430664,113.37000274658203,113.37000274658203,112.33999633789062,67.63999938964844,13.65413809181156,12.621550213424184,-32.19047680235745
PRAJIND,2024-11-25,800.0499877929688,800.0499877929688,802.8499755859375,800.0999755859375,795.7999877929688,823.75,820.9500122070312,820.9500122070312,814.6500244140625,543.8499755859375,2.612339820380181,1.8248905498229748,-32.02300057697506
CAPACITE,2024-11-25,392.3500061035156,392.3500061035156,401.25,420.95001220703125,424.04998779296875,433.29998779296875,435.8500061035156,435.8500061035156,449.1000061035156,329.1000061035156,11.087039460507407,14.464126192730928,-16.120810250048127
OPTIEMUS,2024-11-25,662.0999755859375,662.0999755859375,650.8499755859375,674.6500244140625,667.2000122070312,692.25,726.8499755859375,726.8499755859375,734.25,493.1499938964844,9.779489863701974,10.897149535493037,-25.51729163559291
MARINE,2024-11-25,229.75999450683594,229.75999450683594,241.24000549316406,253.3000030517578,264.79998779296875,262.0899963378906,265.3500061035156,265.3500061035156,289.1000061035156,177.88999938964844,15.490082019313764,25.826955525503447,-22.575729612338684
RPSGVENT,2024-11-25,1070.8499755859375,1070.8499755859375,1081.800048828125,1106.6500244140625,1111.5999755859375,1106.800048828125,1127.0999755859375,1127.0999755859375,1038.0999755859375,842.25,5.252836651485346,-3.0583182281981345,-21.347525871759427
MONTECARLO,2024-11-25,774.75,774.75,826.0,829.1500244140625,813.25,838.5999755859375,856.2999877929688,856.2999877929688,849.5499877929688,621.0499877929688,10.525974545720395,9.654725755788157,-19.8386592071031
TNIDETF,2024-11-26,98.01000213623047,98.01000213623047,98.5999984741211,97.9000015258789,98.01000213623047,99.04000091552734,99.04000091552734,99.04000091552734,99.41000366210938,89.01000213623047,1.0509119037312262,1.4284271965762771,-9.182736255316385
SARLAPOLY,2024-11-26,90.05999755859375,90.05999755859375,103.7699966430664,104.51000213623047,105.06999969482422,104.06999969482422,104.06999969482422,104.06999969482422,115.56999969482422,74.01000213623047,15.55629859651667,28.32556387716251,-17.821447765331136
SGIL,2024-11-26,422.79998779296875,422.79998779296875,462.3500061035156,450.6499938964844,440.04998779296875,473.1000061035156,473.1000061035156,473.1000061035156,473.8500061035156,403.45001220703125,11.89688263074812,12.074271472198904,-4.576626335053858
